,Training,Noise,Training Error,Testing Error,Time Count,Number of SV,Features
0,50,0,0.0,0.0,0.0005850000000000577,2,8
0,80,0,0.0,0.0,0.00044700000000030826,2,8
0,70,0,0.0,0.0,0.00044100000000035777,2,8
0,60,0,0.0,0.0,0.00043199999999998795,2,8
0,50,0,0.0,0.0,0.0004509999999999792,2,8
0,80,0,0.0,0.0,0.00044399999999988893,3,8
0,70,0,0.0,0.0,0.0004559999999997899,3,8
0,60,0,0.0,0.0,0.00043099999999984817,3,8
0,50,0,0.0,0.0,0.0006800000000000139,3,8
0,80,0,0.0,0.0,0.00044100000000035777,2,8
0,70,0,0.0,0.0,0.0004020000000002355,2,8
0,60,0,0.0,0.0,0.0004189999999999472,2,8
0,50,0,0.0,0.0,0.0005179999999995744,2,8
0,80,0,0.0,0.0,0.00045399999999951035,3,8
0,70,0,0.0,0.0,0.00038899999999930657,2,8
0,60,0,0.0,0.0,0.00043000000000059657,2,8
0,50,0,0.0,0.0,0.00038900000000019475,2,8
0,80,0,0.0,0.0,0.0004350000000004073,2,8
0,70,0,0.0,0.0,0.0004220000000003665,2,8
0,60,0,0.0,0.0,0.0005450000000006838,2,8
0,50,0,0.0,0.0,0.0006099999999999994,2,8
0,80,0,0.0,0.0,0.0006959999999995858,2,8
0,70,0,0.0,0.0,0.0004349999999995191,2,8
0,60,0,0.0,0.0,0.00041699999999966764,2,8
0,50,0,0.0,0.0,0.00044100000000035777,2,8
0,80,0,0.0,0.0,0.0004930000000005208,2,8
0,70,0,0.0,0.0,0.00043099999999984817,2,8
0,60,0,0.0,0.0,0.00043199999999998795,2,8
0,50,0,0.0,0.0,0.0004110000000006053,2,8
0,80,0,0.0,0.0,0.001234999999999431,4,8
0,70,0,0.0,0.0,0.00047999999999959186,4,8
0,60,0,0.0,0.0,0.00042100000000022675,4,8
0,50,0,0.0,0.0,0.0004559999999997899,3,8
0,80,0,0.0,0.0,0.00044300000000063733,2,8
0,70,0,0.0,0.0,0.0007130000000001857,2,8
0,60,0,0.0,0.0,0.0004980000000003315,2,8
0,50,0,0.0,0.0,0.000492000000000381,2,8
0,80,0,0.0,0.0,0.00048500000000029075,2,8
0,70,0,0.0,0.0,0.00043300000000012773,2,8
0,60,0,0.0,0.0,0.0006669999999999732,2,8
0,50,0,0.0,0.0,0.0007179999999999964,2,8
0,80,0,0.0,0.0,0.000600000000000378,2,8
0,70,0,0.0,0.0,0.0005610000000002557,2,8
0,60,0,0.0,0.0,0.00039899999999981617,2,8
0,50,0,0.0,0.0,0.00046999999999997044,2,8
0,80,0,0.0,0.0,0.00044800000000044804,2,8
0,70,0,0.0,0.0,0.0004119999999998569,2,8
0,60,0,0.0,0.0,0.0003500000000000725,2,8
0,50,0,0.0,0.0,0.00036399999999936483,2,8
0,80,0,0.0,0.0,0.00043300000000012773,3,8
0,70,0,0.0,0.0,0.0003900000000003345,3,8
0,60,0,0.0,0.0,0.0004170000000005558,3,8
0,50,0,0.0,0.0,0.0005000000000006111,3,8
0,80,0,0.0,0.0,0.0004879999999998219,2,8
0,70,0,0.0,0.0,0.0005979999999992103,2,8
0,60,0,0.0,0.0,0.000484000000000151,2,8
0,50,0,0.0,0.0,0.0005759999999996879,2,8
0,80,0,0.0,0.0,0.0005490000000003548,3,8
0,70,0,0.0,0.0,0.0005369999999995656,3,8
0,60,0,0.0,0.0,0.0004240000000006461,2,8
0,50,0,0.0,0.0,0.0007149999999995771,2,8
0,80,0,0.0,0.0,0.00048500000000029075,2,16
0,70,0,0.0,0.0,0.0004879999999998219,3,16
0,60,0,0.0,0.0,0.0004170000000005558,3,16
0,50,0,0.0,0.0,0.0004189999999999472,3,16
0,80,0,0.0,0.0,0.00045999999999946084,2,16
0,70,0,0.0,0.0,0.00043099999999984817,2,16
0,60,0,0.0,0.0,0.0004129999999999967,2,16
0,50,0,0.0,0.0,0.0004550000000005383,2,16
0,80,0,0.0,0.0,0.00046400000000001995,3,16
0,70,0,0.0,0.0,0.0006079999999997199,3,16
0,60,0,0.0,0.0,0.0006040000000000489,3,16
0,50,0,0.0,0.0,0.0003979999999996764,3,16
0,80,0,0.0,0.0,0.0004140000000001365,2,16
0,70,0,0.0,0.0,0.000484000000000151,2,16
0,60,0,0.0,0.0,0.0003979999999996764,2,16
0,50,0,0.0,0.0,0.000728000000000506,2,16
0,80,0,0.0,0.0,0.00045700000000081786,2,16
0,70,0,0.0,0.0,0.0004119999999998569,2,16
0,60,0,0.0,0.0,0.00041699999999966764,2,16
0,50,0,0.0,0.0,0.0004039999999996269,2,16
0,80,0,0.0,0.0,0.0004390000000000782,2,16
0,70,0,0.0,0.0,0.0005030000000001422,2,16
0,60,0,0.0,0.0,0.0005829999999997781,2,16
0,50,0,0.0,0.0,0.0008690000000006748,2,16
0,80,0,0.0,0.0,0.0004900000000001015,3,16
0,70,0,0.0,0.0,0.0007260000000002265,3,16
0,60,0,0.0,0.0,0.0005679999999994578,3,16
0,50,0,0.0,0.0,0.00042199999999947835,3,16
0,80,0,0.0,0.0,0.00046400000000001995,3,16
0,70,0,0.0,0.0,0.00043199999999998795,2,16
0,60,0,0.0,0.0,0.00043100000000073635,2,16
0,50,0,0.0,0.0,0.00045900000000020924,2,16
0,80,0,0.0,0.0,0.0004779999999993123,3,16
0,70,0,0.0,0.0,0.0005309999999996151,3,16
0,60,0,0.0,0.0,0.0005150000000000432,4,16
0,50,0,0.0,0.0,0.00044100000000035777,4,16
0,80,0,0.0,0.0,0.000492000000000381,2,16
0,70,0,0.0,0.0,0.00046500000000015973,2,16
0,60,0,0.0,0.0,0.0005350000000001742,2,16
0,50,0,0.0,0.0,0.00042000000000008697,2,16
0,80,0,0.0,0.0,0.0004970000000001917,2,16
0,70,0,0.0,0.0,0.0007269999999994781,3,16
0,60,0,0.0,0.0,0.00045999999999946084,3,16
0,50,0,0.0,0.0,0.00042100000000022675,3,16
0,80,0,0.0,0.0,0.0005829999999997781,2,16
0,70,0,0.0,0.0,0.000440000000000218,2,16
0,60,0,0.0,0.0,0.0005489999999994666,3,16
0,50,0,0.0,0.0,0.0004299999999997084,3,16
0,80,0,0.0,0.0,0.0006400000000006401,3,16
0,70,0,0.0,0.0,0.0004340000000002675,3,16
0,60,0,0.0,0.0,0.00043000000000059657,2,16
0,50,0,0.0,0.0,0.0007219999999996674,3,16
0,80,0,0.0,0.0,0.00044800000000044804,2,16
0,70,0,0.0,0.0,0.0004669999999995511,3,16
0,60,0,0.0,0.0,0.000428000000000317,3,16
0,50,0,0.0,0.0,0.0009019999999999584,4,16
0,80,0,0.0,0.0,0.00045499999999965013,3,16
0,70,0,0.0,0.0,0.00044399999999988893,3,16
0,60,0,0.0,0.0,0.0004340000000002675,3,16
0,50,0,0.0,0.0,0.00040599999999990644,3,16
0,80,0,0.0,0.0,0.0004639999999991318,3,16
0,70,0,0.0,0.0,0.000440000000000218,2,16
0,60,0,0.0,0.0,0.0004660000000002995,2,16
0,50,0,0.0,0.0,0.0004399999999993298,2,16
0,80,0,0.0,0.0,0.0005179999999995744,2,16
0,70,0,0.0,0.0,0.0006499999999993733,2,16
0,60,0,0.0,0.0,0.00043000000000059657,2,16
0,50,0,0.0,0.0,0.00042500000000078586,2,16
0,80,0,0.0,0.0,0.00044199999999960937,2,16
0,70,0,0.0,0.0,0.00043300000000012773,2,16
0,60,0,0.0,0.0,0.0004239999999997579,2,16
0,50,0,0.0,0.0,0.0007820000000000604,2,16
0,80,0,0.0,0.0,0.0004559999999997899,2,16
0,70,0,0.0,0.0,0.0004199999999991988,2,16
0,60,0,0.0,0.0,0.0006230000000000402,3,16
0,50,0,0.0,0.0,0.000502999999999254,2,16
0,80,0,0.0,0.0,0.0004619999999997404,3,16
0,70,0,0.0,0.0,0.0005790000000001072,2,16
0,60,0,0.0,0.0,0.00041699999999966764,2,16
0,50,0,0.0,0.0,0.0004499999999998394,2,16
0,80,0,0.0,0.0,0.0004559999999997899,3,16
0,70,0,0.0,0.0,0.0005030000000001422,2,16
0,60,0,0.0,0.0,0.0007760000000001099,2,16
0,50,0,0.0,0.0,0.0004299999999997084,2,16
0,80,0,0.0,0.0,0.000496000000000052,3,16
0,70,0,0.0,0.0,0.00043699999999979866,3,16
0,60,0,0.0,0.0,0.00043099999999896,3,16
0,50,0,0.0,0.0,0.000764000000000209,3,16
0,80,0,0.0,0.0,0.0005369999999995656,2,16
0,70,0,0.0,0.0,0.00047599999999903275,2,16
0,60,0,0.0,0.0,0.00048799999999893373,2,16
0,50,0,0.0,0.0,0.00043100000000073635,3,16
0,80,0,0.0,0.0,0.0005129999999997636,2,16
0,70,0,0.0,0.0,0.0006029999999999092,2,16
0,60,0,0.0,0.0,0.0006029999999999092,3,16
0,50,0,0.0,0.0,0.00046599999999941133,3,16
0,80,0,0.0,0.0,0.00045300000000025875,2,16
0,70,0,0.0,0.0,0.00042000000000008697,2,16
0,60,0,0.0,0.0,0.00047900000000034026,2,16
0,50,0,0.0,0.0,0.00042000000000008697,2,16
0,80,0,0.0,0.0,0.0005050000000004218,2,16
0,70,0,0.0,0.0,0.0004290000000004568,2,16
0,60,0,0.0,0.0,0.00046999999999997044,2,16
0,50,0,0.0,0.0,0.00042799999999942884,2,16
0,80,0,0.0,0.0,0.0005750000000013245,3,16
0,70,0,0.0,0.0,0.00044399999999988893,3,16
0,60,0,0.0,0.0,0.0006639999999986657,3,16
0,50,0,0.0,0.0,0.0006419999999991433,4,16
0,80,0,0.0,0.0,0.0006500000000002615,4,16
0,70,0,0.0,0.0,0.000460000000000349,3,16
0,60,0,0.0,0.0,0.0004729999999995016,3,16
0,50,0,0.0,0.0,0.00039800000000056457,4,16
0,80,0,0.0,0.0,0.0009559999999986246,2,16
0,70,0,0.0,0.0,0.000536000000000314,2,16
0,60,0,0.0,0.0,0.0004939999999997724,2,16
0,50,0,0.0,0.0,0.0004199999999983106,2,16
0,80,0,0.0,0.0,0.0006369999999993325,2,16
0,70,0,0.0,0.0,0.0004259999999991493,2,16
0,60,0,0.0,0.0,0.0004249999999998977,2,16
0,50,0,0.0,0.0,0.00041599999999952786,2,16
0,80,0,0.0,0.0,0.000534999999999286,2,32
0,70,0,0.0,0.0,0.0005579999999998364,2,32
0,60,0,0.0,0.0,0.0004620000000006286,2,32
0,50,0,0.0,0.0,0.0005190000000006023,4,32
0,80,0,0.0,0.0,0.0004710000000009984,2,32
0,70,0,0.0,0.0,0.0007429999999999382,2,32
0,60,0,0.0,0.0,0.000461000000001377,2,32
0,50,0,0.0,0.0,0.0004290000000004568,2,32
0,80,0,0.0,0.0,0.0005410000000001247,3,32
0,70,0,0.0,0.0,0.00046400000000090813,3,32
0,60,0,0.0,0.0,0.0008809999999996876,3,32
0,50,0,0.0,0.0,0.000408000000000186,2,32
0,80,0,0.0,0.0,0.0004519999999992308,2,32
0,70,0,0.0,0.0,0.0005950000000005673,2,32
0,60,0,0.0,0.0,0.0005680000000012342,2,32
0,50,0,0.0,0.0,0.00042700000000017724,2,32
0,80,0,0.0,0.0,0.00048600000000043053,3,32
